x,phi,count
0.005,0.08726646259971647,5252
0.005,0.2617993877991494,4269
0.005,0.4363323129985824,2100
0.005,0.6108652381980153,679
0.005,0.7853981633974483,151
0.005,0.9599310885968811,36
0.005,1.1344640137963142,14
0.005,1.308996938995747,4
0.005,1.4835298641951802,1
0.005,1.658062789394613,1
0.005,1.8325957145940461,4
0.005,2.007128639793479,12
0.005,2.181661564992912,29
0.005,2.356194490192345,126
0.005,2.530727415391778,544
0.005,2.705260340591211,1743
0.005,2.879793265790644,3916
0.005,3.0543261909900767,4565
0.005,3.2288591161895095,3434
0.005,3.4033920413889422,1372
0.005,3.577924966588375,405
0.005,3.752457891787808,62
0.005,3.9269908169872414,10
0.005,4.101523742186675,5
0.005,4.276056667386107,0
0.005,4.4505895925855405,0
0.005,4.625122517784973,1
0.005,4.799655442984406,3
0.005,4.974188368183839,4
0.005,5.148721293383272,0
0.005,5.323254218582705,4
0.005,5.497787143782138,8
0.005,5.672320068981571,63
0.005,5.8468529941810035,384
0.005,6.021385919380437,1518
0.005,6.19591884457987,3799
0.015,0.08726646259971647,5646
0.015,0.2617993877991494,4485
0.015,0.4363323129985824,2061
0.015,0.6108652381980153,679
0.015,0.7853981633974483,170
0.015,0.9599310885968811,48
0.015,1.1344640137963142,19
0.015,1.308996938995747,10
0.015,1.4835298641951802,2
0.015,1.658062789394613,1
0.015,1.8325957145940461,0
0.015,2.007128639793479,5
0.015,2.181661564992912,40
0.015,2.356194490192345,154
0.015,2.530727415391778,662
0.015,2.705260340591211,1814
0.015,2.879793265790644,3790
0.015,3.0543261909900767,4846
0.015,3.2288591161895095,3596
0.015,3.4033920413889422,1438
0.015,3.577924966588375,351
0.015,3.752457891787808,55
0.015,3.9269908169872414,16
0.015,4.101523742186675,2
0.015,4.276056667386107,0
0.015,4.4505895925855405,1
0.015,4.625122517784973,2
0.015,4.799655442984406,0
0.015,4.974188368183839,1
0.015,5.148721293383272,0
0.015,5.323254218582705,0
0.015,5.497787143782138,13
0.015,5.672320068981571,63
0.015,5.8468529941810035,446
0.015,6.021385919380437,1654
0.015,6.19591884457987,3988
0.025,0.08726646259971647,5935
0.025,0.2617993877991494,4878
0.025,0.4363323129985824,2257
0.025,0.6108652381980153,688
0.025,0.7853981633974483,174
0.025,0.9599310885968811,56
0.025,1.1344640137963142,9
0.025,1.308996938995747,8
0.025,1.4835298641951802,2
0.025,1.658062789394613,5
0.025,1.8325957145940461,2
0.025,2.007128639793479,13
0.025,2.181661564992912,40
0.025,2.356194490192345,177
0.025,2.530727415391778,570
0.025,2.705260340591211,1962
0.025,2.879793265790644,4044
0.025,3.0543261909900767,5039
0.025,3.2288591161895095,3654
0.025,3.4033920413889422,1555
