combo_id,trial_id,device_id,m,l,beta_pe,delta_alpha_e_over_p,f,x0,y0,phi0,x_end,y_end,phi_end,T,steps,status
0,0,0,1,0.0128,0.25,0.25,1.0,0.6122073384001852,0.5622898744782732,3.68022467331829,19.165342993889674,-12.90557382885935,6844.558598001168,3.8543971999999997,9635993,ok
