x,phi,count
0.005,0.08726646259971647,1767
0.005,0.2617993877991494,1813
0.005,0.4363323129985824,1857
0.005,0.6108652381980153,1819
0.005,0.7853981633974483,1686
0.005,0.9599310885968811,1692
0.005,1.1344640137963142,1620
0.005,1.308996938995747,1552
0.005,1.4835298641951802,1512
0.005,1.658062789394613,1478
0.005,1.8325957145940461,1485
0.005,2.007128639793479,1555
0.005,2.181661564992912,1664
0.005,2.356194490192345,1714
0.005,2.530727415391778,1810
0.005,2.705260340591211,1889
0.005,2.879793265790644,1878
0.005,3.0543261909900767,1879
0.005,3.2288591161895095,1662
0.005,3.4033920413889422,1488
0.005,3.577924966588375,1275
0.005,3.752457891787808,1062
0.005,3.9269908169872414,857
0.005,4.101523742186675,707
0.005,4.276056667386107,619
0.005,4.4505895925855405,551
0.005,4.625122517784973,516
0.005,4.799655442984406,530
0.005,4.974188368183839,578
0.005,5.148721293383272,638
0.005,5.323254218582705,704
0.005,5.497787143782138,915
0.005,5.672320068981571,1067
0.005,5.8468529941810035,1244
0.005,6.021385919380437,1512
0.005,6.19591884457987,1690
0.015,0.08726646259971647,1803
0.015,0.2617993877991494,1992
0.015,0.4363323129985824,1978
0.015,0.6108652381980153,1840
0.015,0.7853981633974483,1795
0.015,0.9599310885968811,1713
0.015,1.1344640137963142,1691
0.015,1.308996938995747,1657
0.015,1.4835298641951802,1582
0.015,1.658062789394613,1596
0.015,1.8325957145940461,1677
0.015,2.007128639793479,1700
0.015,2.181661564992912,1856
0.015,2.356194490192345,1903
0.015,2.530727415391778,1924
0.015,2.705260340591211,1822
0.015,2.879793265790644,1896
0.015,3.0543261909900767,1776
0.015,3.2288591161895095,1755
0.015,3.4033920413889422,1547
0.015,3.577924966588375,1433
0.015,3.752457891787808,1052
0.015,3.9269908169872414,891
0.015,4.101523742186675,725
0.015,4.276056667386107,645
0.015,4.4505895925855405,646
0.015,4.625122517784973,652
0.015,4.799655442984406,659
0.015,4.974188368183839,636
0.015,5.148721293383272,684
0.015,5.323254218582705,798
0.015,5.497787143782138,950
0.015,5.672320068981571,1128
0.015,5.8468529941810035,1378
0.015,6.021385919380437,1507
0.015,6.19591884457987,1703
0.025,0.08726646259971647,1999
0.025,0.2617993877991494,2036
0.025,0.4363323129985824,2019
0.025,0.6108652381980153,1987
0.025,0.7853981633974483,1897
0.025,0.9599310885968811,1701
0.025,1.1344640137963142,1726
0.025,1.308996938995747,1635
0.025,1.4835298641951802,1745
0.025,1.658062789394613,1648
0.025,1.8325957145940461,1673
0.025,2.007128639793479,1830
0.025,2.181661564992912,1894
0.025,2.356194490192345,1978
0.025,2.530727415391778,2044
0.025,2.705260340591211,2089
0.025,2.879793265790644,2050
0.025,3.0543261909900767,1834
0.025,3.2288591161895095,1766
0.025,3.4033920413889422,1623
0.025,3.577924966588375,1401
0.025,3.752457891787808,1159
0.025,3.9269908169872414,945
0.025,4.101523742186675,795
0.025,4.276056667386107,665
0.025,4.4505895925855405,664
0.025,4.625122517784973,666
0.025,4.799655442984406,637
0.025,4.974188368183839,651
0.025,5.148721293383272,658
0.025,5.323254218582705,818
0.025,5.497787143782138,951
0.025,5.672320068981571,1059
0.025,5.8468529941810035,1386
0.025,6.021385919380437,1609
0.025,6.19591884457987,1882
0.035,0.08726646259971647,2103
0.035,0.2617993877991494,2272
0.035,0.4363323129985824,2156
0.035,0.6108652381980153,2076
0.035,0.7853981633974483,1988
0.035,0.9599310885968811,1941
0.035,1.1344640137963142,1812
0.035,1.308996938995747,1819
0.035,1.4835298641951802,1785
0.035,1.658062789394613,1869
0.035,1.8325957145940461,1891
0.035,2.007128639793479,1895
0.035,2.181661564992912,1944
0.035,2.356194490192345,1945
0.035,2.530727415391778,2106
0.035,2.705260340591211,2098
0.035,2.879793265790644,2119
0.035,3.0543261909900767,2006
0.035,3.2288591161895095,1762
0.035,3.4033920413889422,1639
0.035,3.577924966588375,1477
0.035,3.752457891787808,1264
0.035,3.9269908169872414,1064
0.035,4.101523742186675,915
0.035,4.276056667386107,788
0.035,4.4505895925855405,762
0.035,4.625122517784973,706
0.035,4.799655442984406,641
0.035,4.974188368183839,643
0.035,5.148721293383272,815
0.035,5.323254218582705,917
0.035,5.497787143782138,1035
0.035,5.672320068981571,1233
0.035,5.8468529941810035,1427
0.035,6.021385919380437,1699
0.035,6.19591884457987,1997
0.045,0.08726646259971647,2185
0.045,0.2617993877991494,2210
0.045,0.4363323129985824,2285
0.045,0.6108652381980153,2237
0.045,0.7853981633974483,2173
0.045,0.9599310885968811,2048
0.045,1.1344640137963142,2023
0.045,1.308996938995747,1962
0.045,1.4835298641951802,1900
0.045,1.658062789394613,1950
0.045,1.8325957145940461,1984
0.045,2.007128639793479,2006
0.045,2.181661564992912,2088
0.045,2.356194490192345,2169
0.045,2.530727415391778,2239
0.045,2.705260340591211,2333
0.045,2.879793265790644,2192
0.045,3.0543261909900767,2168
0.045,3.2288591161895095,2067
0.045,3.4033920413889422,1785
0.045,3.577924966588375,1494
0.045,3.752457891787808,1283
0.045,3.9269908169872414,1129
