x,phi,count
0.005,0.08726646259971647,8329
0.005,0.2617993877991494,9702
0.005,0.4363323129985824,11317
0.005,0.6108652381980153,13303
0.005,0.7853981633974483,15016
0.005,0.9599310885968811,16534
0.005,1.1344640137963142,18154
0.005,1.308996938995747,19228
0.005,1.4835298641951802,19830
0.005,1.658062789394613,20019
0.005,1.8325957145940461,19049
0.005,2.007128639793479,18199
0.005,2.181661564992912,16873
0.005,2.356194490192345,15044
0.005,2.530727415391778,13172
0.005,2.705260340591211,11396
0.005,2.879793265790644,9968
0.005,3.0543261909900767,8431
0.005,3.2288591161895095,7225
0.005,3.4033920413889422,5737
0.005,3.577924966588375,4863
0.005,3.752457891787808,4058
0.005,3.9269908169872414,3604
0.005,4.101523742186675,3237
0.005,4.276056667386107,3068
0.005,4.4505895925855405,2789
0.005,4.625122517784973,2702
0.005,4.799655442984406,2748
0.005,4.974188368183839,2855
0.005,5.148721293383272,2990
0.005,5.323254218582705,3304
0.005,5.497787143782138,3637
0.005,5.672320068981571,4187
0.005,5.8468529941810035,5061
0.005,6.021385919380437,5994
0.005,6.19591884457987,7035
0.015,0.08726646259971647,9560
0.015,0.2617993877991494,11263
0.015,0.4363323129985824,13276
0.015,0.6108652381980153,15107
0.015,0.7853981633974483,17259
0.015,0.9599310885968811,18973
0.015,1.1344640137963142,20745
0.015,1.308996938995747,21920
0.015,1.4835298641951802,22295
0.015,1.658062789394613,22463
0.015,1.8325957145940461,22153
0.015,2.007128639793479,20662
0.015,2.181661564992912,19104
0.015,2.356194490192345,17007
0.015,2.530727415391778,15090
0.015,2.705260340591211,12915
0.015,2.879793265790644,11274
0.015,3.0543261909900767,9570
0.015,3.2288591161895095,7980
0.015,3.4033920413889422,6659
0.015,3.577924966588375,5642
0.015,3.752457891787808,4773
0.015,3.9269908169872414,4185
0.015,4.101523742186675,3620
0.015,4.276056667386107,3426
0.015,4.4505895925855405,3133
0.015,4.625122517784973,3228
0.015,4.799655442984406,3139
0.015,4.974188368183839,3159
0.015,5.148721293383272,3446
0.015,5.323254218582705,3696
0.015,5.497787143782138,4147
0.015,5.672320068981571,4816
0.015,5.8468529941810035,5656
0.015,6.021385919380437,6781
0.015,6.19591884457987,7928
0.025,0.08726646259971647,10785
0.025,0.2617993877991494,12973
0.025,0.4363323129985824,14996
0.025,0.6108652381980153,17079
0.025,0.7853981633974483,19303
0.025,0.9599310885968811,21369
0.025,1.1344640137963142,23196
0.025,1.308996938995747,24549
