combo_id,trial_id,device_id,m,l,beta_qe,delta_alpha_e_over_ql,f,x0,y0,phi0,x_end,y_end,phi_end,T,steps,status,pass_direction
0,0,0,3,0.038400000000000004,0.0,0.0,5.0,0.6122073384001852,0.5521859457394407,3.68022467331829,1.6128847060200706,0.5205113006568067,-64.15493568399114,3.4801531999999997,8700383,ok,right
0,1,0,3,0.038400000000000004,0.0,0.0,5.0,-0.07803821209818125,-0.2028079102030119,1.3998594460391172,0.9220040626843544,0.055756741268740716,-8.629223033768119,6.0886284,15221571,ok,right
0,2,0,3,0.038400000000000004,0.0,0.0,5.0,0.6225099951028824,0.06613078406191383,1.5469324449055712,1.6231399699281597,0.5460823623322797,-40.21899275257196,14.531526,36328815,ok,right
0,3,0,3,0.038400000000000004,0.0,0.0,5.0,0.33090435266494755,1.2786638557383807,5.813472717216261,1.3310141873264212,-0.043736274615609055,131.25672240777035,1.3940568,3485142,ok,right
0,4,0,3,0.038400000000000004,0.0,0.0,5.0,0.48497716803103685,-0.13740851288207392,2.3494120947640655,1.4850389037996061,-0.6344642258555395,15.938155619773136,1.1113423999999998,2778356,ok,right
0,5,0,3,0.038400000000000004,0.0,0.0,5.0,0.6237431345507503,0.5073164634305953,3.1337991842747996,1.6249968715461027,-0.12550637580295315,-34.87914964068269,1.0039764,2509941,ok,right
0,6,0,3,0.038400000000000004,0.0,0.0,5.0,0.16956424340605736,1.212945198775892,2.519996886248199,1.1701301143668918,0.14593434953782722,-2.338014322741939,1.6590871999999999,4147718,ok,right
0,7,0,3,0.038400000000000004,0.0,0.0,5.0,-0.07220648787915707,-0.1714873109197986,5.545698850491322,0.9285266386904937,0.0763801115481869,-24.855292927645873,4.248918,10622295,ok,right
0,8,0,3,0.038400000000000004,0.0,0.0,5.0,0.4067219387739897,0.008412470457328486,1.4977044893579121,1.408148596541873,0.07658206775996716,-155.85838362315886,5.3080359999999995,13270090,ok,right
0,9,0,3,0.038400000000000004,0.0,0.0,5.0,-0.08389134369790555,0.1820763169422193,3.2911560466597334,0.9164017825751479,-0.036508295676478064,90.81595778156297,2.9137144,7284286,ok,right
0,10,0,3,0.038400000000000004,0.0,0.0,5.0,0.6445986958220602,0.2750137574889882,3.5454172960384938,1.6447909063117325,0.19750761257814378,-18.343129608836502,0.7657847999999999,1914462,ok,right
0,11,0,3,0.038400000000000004,0.0,0.0,5.0,0.3485722174867988,-0.38162716766894805,2.659280251570864,1.348582437699648,0.27805944769964014,-2.734538897283663,9.537942,23844855,ok,right
0,12,0,3,0.038400000000000004,0.0,0.0,5.0,0.03531767390668392,0.37893571543961363,2.3626217607939637,0.12564094610568807,-1.1889460427463987,-161.47302376360437,20.0,50000000,max_steps,not_passed
0,13,0,3,0.038400000000000004,0.0,0.0,5.0,0.37933082655072214,1.4782354066552297,1.3374417289249463,1.3796908856976757,0.4368375936322463,36.49211133443842,2.7585675999999997,6896419,ok,right
0,14,0,3,0.038400000000000004,0.0,0.0,5.0,0.42009401451796297,0.6558134073147399,5.844052873562519,1.4203849754619382,-0.023613654265731747,-271.3714224936027,13.644408799999999,34111022,ok,right
0,15,0,3,0.038400000000000004,0.0,0.0,5.0,0.14199118223041296,1.0695124129828335,5.224966487638162,1.1425162202479289,-0.03684412221318581,76.85984117369134,1.4770132,3692533,ok,right
0,16,0,3,0.038400000000000004,0.0,0.0,5.0,0.5113590268418193,0.2481593635460002,5.113522140299482,1.690081322476409,-3.249817756291495,57.04996333865057,2.5281279999999997,6320320,ok,right
0,17,0,3,0.038400000000000004,0.0,0.0,5.0,0.33564145602285866,-1.727204694010848,5.164657286054983,1.336546572292123,-0.06364828385020296,88.81475972200403,4.4888636,11222159,ok,right
0,18,0,3,0.038400000000000004,0.0,0.0,5.0,-0.010916166007518768,0.722202208113857,4.1338753268546355,0.9897140814091981,-0.0014563177955791734,-326.9985269644279,19.9166164,49791541,ok,right
0,19,0,3,0.038400000000000004,0.0,0.0,5.0,0.45395773444324733,0.5624266165846745,3.9740077283903226,1.4545602398386877,-0.01528220205981877,-70.50582928172697,4.5679184,11419796,ok,right
0,20,0,3,0.038400000000000004,0.0,0.0,5.0,0.45398226585239176,0.538685810816271,4.246532317710499,1.4547292693149192,0.2109365773317918,15.551322340532352,7.7403356,19350839,ok,right
0,21,0,3,0.038400000000000004,0.0,0.0,5.0,0.49429332558065653,0.7733241412245875,6.190636501293196,1.4946971171552974,0.4671407043118739,-40.61168171260698,1.954624,4886560,ok,right
0,22,0,3,0.038400000000000004,0.0,0.0,5.0,0.24423414319753647,1.0285048266259307,4.748539627415672,0.41047067056908165,0.7781494996513196,26.887234171865526,20.0,50000000,max_steps,not_passed
0,23,0,3,0.038400000000000004,0.0,0.0,5.0,-0.020399767719209195,0.06251878059252344,4.772114817051235,0.9796674427517673,-0.022087436540387608,-121.62050676844107,4.1166608,10291652,ok,right
0,24,0,3,0.038400000000000004,0.0,0.0,5.0,0.26577540915459397,-0.09123764341892629,5.442938498978782,1.2671917730011977,-0.11247564459790452,-9.174432769091206,0.1825484,456371,ok,right
0,25,0,3,0.038400000000000004,0.0,0.0,5.0,0.22466976922005416,-0.9412295358090793,5.114897063856281,1.225132669265815,-0.35555983465782476,120.9272435732219,3.7049528,9262382,ok,right
0,26,0,3,0.038400000000000004,0.0,0.0,5.0,-0.08995429947972299,-0.21682160599244601,1.5203626882942742,0.9101298104012966,0.09943583229676291,-16.954381130396545,0.4497484,1124371,ok,right
0,27,0,3,0.038400000000000004,0.0,0.0,5.0,0.119815481454134,-0.8571518013332377,2.980776810644435,1.1201127049624162,-0.007276338148233485,73.5145571378872,5.6783703999999995,14195926,ok,right
0,28,0,3,0.038400000000000004,0.0,0.0,5.0,0.4969356535002589,-0.19713453023810038,3.196019653218507,1.497347070903386,0.2532647002914706,-127.7100539530355,17.9270048,44817512,ok,right
0,29,0,3,0.038400000000000004,0.0,0.0,5.0,0.6686696907505394,-0.10124270499205311,0.8717133466112902,2.040867592549641,-2.7087600342192766,-301.3628566011487,8.0675104,20168776,ok,right
0,30,0,3,0.038400000000000004,0.0,0.0,5.0,0.03913103397935629,1.011455758454818,4.346929322140146,1.0397270443958275,0.1186126212855838,107.74597321965209,12.031215999999999,30078040,ok,right
0,31,0,3,0.038400000000000004,0.0,0.0,5.0,0.19978891499340534,-1.3026143800174526,3.211612057310438,1.20032836624767,0.3472672480386942,91.9946837522977,5.0556372,12639093,ok,right
