x,phi,count
0.005,0.08726646259971647,936
0.005,0.2617993877991494,977
0.005,0.4363323129985824,1085
0.005,0.6108652381980153,1160
0.005,0.7853981633974483,1257
0.005,0.9599310885968811,1359
0.005,1.1344640137963142,1399
0.005,1.308996938995747,1377
0.005,1.4835298641951802,1455
0.005,1.658062789394613,1438
0.005,1.8325957145940461,1367
0.005,2.007128639793479,1338
0.005,2.181661564992912,1298
0.005,2.356194490192345,1215
0.005,2.530727415391778,1206
0.005,2.705260340591211,1108
0.005,2.879793265790644,1078
0.005,3.0543261909900767,1010
0.005,3.2288591161895095,887
0.005,3.4033920413889422,866
0.005,3.577924966588375,754
0.005,3.752457891787808,620
0.005,3.9269908169872414,666
0.005,4.101523742186675,608
0.005,4.276056667386107,562
0.005,4.4505895925855405,581
0.005,4.625122517784973,541
0.005,4.799655442984406,518
0.005,4.974188368183839,555
0.005,5.148721293383272,573
0.005,5.323254218582705,554
0.005,5.497787143782138,629
0.005,5.672320068981571,672
0.005,5.8468529941810035,741
0.005,6.021385919380437,792
0.005,6.19591884457987,850
0.015,0.08726646259971647,1012
0.015,0.2617993877991494,1070
0.015,0.4363323129985824,1183
0.015,0.6108652381980153,1177
0.015,0.7853981633974483,1310
0.015,0.9599310885968811,1357
0.015,1.1344640137963142,1419
0.015,1.308996938995747,1520
0.015,1.4835298641951802,1548
0.015,1.658062789394613,1553
0.015,1.8325957145940461,1546
0.015,2.007128639793479,1476
0.015,2.181661564992912,1474
0.015,2.356194490192345,1405
0.015,2.530727415391778,1246
0.015,2.705260340591211,1134
0.015,2.879793265790644,1036
0.015,3.0543261909900767,957
0.015,3.2288591161895095,906
0.015,3.4033920413889422,858
0.015,3.577924966588375,763
0.015,3.752457891787808,665
0.015,3.9269908169872414,603
0.015,4.101523742186675,565
0.015,4.276056667386107,583
0.015,4.4505895925855405,598
0.015,4.625122517784973,556
0.015,4.799655442984406,576
0.015,4.974188368183839,592
0.015,5.148721293383272,607
0.015,5.323254218582705,612
0.015,5.497787143782138,675
0.015,5.672320068981571,699
0.015,5.8468529941810035,764
0.015,6.021385919380437,869
0.015,6.19591884457987,855
0.025,0.08726646259971647,1079
0.025,0.2617993877991494,1187
0.025,0.4363323129985824,1202
0.025,0.6108652381980153,1325
0.025,0.7853981633974483,1425
0.025,0.9599310885968811,1451
0.025,1.1344640137963142,1498
0.025,1.308996938995747,1544
0.025,1.4835298641951802,1621
0.025,1.658062789394613,1638
0.025,1.8325957145940461,1633
